oem,device, model,rssi correction,tx,calibration confidence
htc,htc_m8,HTC_M8x,2,-28,1
htc,htc_eyetuhl,HTC_M910x,2,-28,1
htc,htc_himaruhl,HTC_M9e,2,-28,1
htc,htc_hima_ace_ml_dtul,HTC_M9ew,2,-28,1
htc,htc_hiau_ml_tuhl,HTC_M9pw,2,-28,1
htc,htc_hiaur_ml_tuhl,HTC_M9px,2,-28,1
htc,htc_himauhl,HTC_M9u,2,-28,1
htc,evita,HTC_One_XL,2,-28,1
htc,t6ul,HTC_One_max,2,-28,1
htc,htc_memul,HTC_One_mini_2,2,-28,1
htc,m4,HTC_One_mini_601e,2,-28,1
htc,expresskt,HTC_P515E,2,-28,1
htc,m7,HTC_PN071,2,-28,1
htc,m4,HTC_PO582,2,-28,1
htc,vivo,HTC_S710E,2,-28,1
htc,htc_himar2uhl,HTC_S9u,2,-28,1
htc,htc_ocedugl,HTC_U-1u,-5,-29,3
htc,htc_alpine_dugl,HTC_U-2u,2,-28,1
htc,htc_ocndugl,HTC_U-3u,5,-23,3
htc,htc_v1_u,HTC_V1,2,-28,1
htc,htc_e66_dugl,HTC_X10u,2,-28,1
htc,rider,HTC_X515E,2,-28,1
htc,htc_e56ml_dtul,HTC_X9u,2,-28,1
htc,dlxj,HTL21,2,-28,1
htc,m7wlj,HTL22,2,-28,1
htc,htc_b2wlj,HTL23,2,-28,1
htc,htc_b3uhl,HTV31,2,-28,1
htc,htc_pmeuhljapan,HTV32,0,-31,1
htc,htc_ocnuhljapan,HTV33,3,-24,1
htc,imnj,HTX21,2,-28,1
htc,shooterk,ISW12HT,2,-28,1
htc,valentewx,ISW13HT,2,-28,1
htc,ace,Inspire HD,2,-28,1
htc,htc_pmewl,MSM8996 for arm64,1,-31,1
htc,flounder_lte,Nexus 9,2,-28,1
htc,flounder,Nexus 9,2,-28,1
htc,passion,Nexus One,2,-28,1
htc,bravoc,PB99400,2,-28,1
htc,supersonic,PC36100,2,-28,1
htc,speedy,PG06100,2,-28,1
htc,express,PG41200,2,-28,1
htc,shooter,PG86100,2,-28,1
htc,kingdom,PH44100,2,-28,1
htc,desirec,Pulse,2,-28,1
htc,runnymede,Sensation XL with Beats Audio,2,-28,1
htc,vision,T-Mobile G2,2,-28,1
htc,hero,T-Mobile G2 Touch,2,-28,1
htc,sapphire,T-Mobile myTouch 3G,2,-28,1
htc,espresso,T-Mobile myTouch 3G Slide,2,-28,1
htc,hero,T-Mobile_G2_Touch,2,-28,1
htc,marvelc,USCCADR6230US,2,-28,1
htc,Wildfire_E,Wildfire E,2,-28,1
htc,Wildfire-E1,Wildfire E1,2,-28,1
htc,Wildfire_E1_Plus,Wildfire E1 Plus,2,-28,1
htc,bravo,X06HT,2,-28,1
htc,htc_ocla1_sprout,X2-HT,2,-28,1
htc,htc_a37dj_dugl,a37dj dugl,2,-28,1
htc,hero,dopod A6288,2,-28,1
htc,doubleshot,myTouch_4G_Slide,2,-28,1
huawei,msm7227,004HW,2,-17,1
huawei,hwu8850,007HW,2,-17,1
huawei,hwu9201L,201HW,2,-17,1
huawei,hw204HW,204HW,2,-17,1
huawei,hwp6s-l04,302HW,2,-17,1
huawei,hws10231l,402HW,2,-17,1
huawei,hws8301l,403HW,2,-17,1
huawei,hwALE-H,503HW,2,-17,1
huawei,hwfdr,605HW,2,-17,1
huawei,hwfdr,606HW,2,-17,1
huawei,HWPRA-H,608HW,1,-3,1
huawei,HWCPN-Q,701HW,2,-17,1
huawei,HWCPN-Q,702HW,2,-17,1
huawei,HWFIG-H,704HW,2,-17,1
huawei,hw7d501l,7D-501u,2,-17,1
huawei,hwS7-901w,A01HW,2,-17,1
huawei,HWAGS-Q,AGS-L03,2,-17,1
huawei,HWAGS-Q,AGS-L09,2,-17,1
huawei,HWAGS-Q,AGS-W09,2,-17,1
huawei,HWAGS2,AGS2-AL00,2,-17,1
huawei,HWAGS2,AGS2-AL00HN,2,-17,1
huawei,HWAGS2,AGS2-L03,2,-17,1
huawei,HWAGS2,AGS2-L09,2,-17,1
huawei,HWAGS2,AGS2-W09,2,-17,1
huawei,HWAGS2,AGS2-W09HN,2,-17,1
huawei,HWAGS2,AGS2-W19,2,-17,1
huawei,hwALE-H,ALE-L02,2,-17,1
huawei,hwALE-H,ALE-L21,2,-17,1
huawei,hwALE-H,ALE-L23,2,-17,1
huawei,hwALE-H,ALE-TL00,2,-17,1
huawei,hwALE-H,ALE-UL00,2,-17,1
huawei,HWALP,ALP-AL00,2,-17,1
huawei,HWALP,ALP-L09,2,-17,1
huawei,HWALP,ALP-L29,2,-17,1
huawei,HWALP,ALP-TL00,2,-17,1
huawei,HWAMN-M,AMN-LX1,2,-17,1
huawei,HWAMN-M,AMN-LX2,2,-17,1
huawei,HWAMN-M,AMN-LX3,2,-17,1
huawei,HWAMN-M,AMN-LX9,2,-17,1
huawei,HWANE,ANE-AL00,3,-3,1
huawei,HWANE,ANE-LX1,3,-3,1
huawei,HWANE,ANE-LX2,3,-3,1
huawei,HWANE,ANE-LX2J,3,-3,1
huawei,HWANE,ANE-LX3,3,-3,3
huawei,HWANE,ANE-TL00,3,-3,1
huawei,HWARE-Q,ARE-AL00,2,-17,1
huawei,HWARE-QC,ARE-AL10,2,-17,1
huawei,HWARE-QC,ARE-L22HN,2,-17,1
huawei,HWARE-Q,ARE-TL00,2,-17,1
huawei,HWARS-Q,ARS-AL00,2,-17,1
huawei,HWARS-Q,ARS-L22,2,-17,1
huawei,HWARS-Q,ARS-TL00,2,-17,1
huawei,HWATH,ATH-AL00,2,-17,1
huawei,HWATH,ATH-CL00,2,-17,1
huawei,HWATH,ATH-TL00,2,-17,1
huawei,HWATH,ATH-TL00H,2,-17,1
huawei,HWATH,ATH-UL00,2,-17,1
huawei,HWATU-QC,ATU-AL10,2,-17,1
huawei,HWATU-QG,ATU-L11,2,-17,1
huawei,HWATU-QG,ATU-L21,2,-17,1
huawei,HWATU-QG,ATU-L22,2,-17,1
huawei,HWATU-QG,ATU-L31,2,-17,1
huawei,HWATU-QG,ATU-L42,2,-17,1
huawei,HWATU-QG,ATU-LX3,2,-17,1
huawei,HWATU-QC,ATU-TL10,2,-17,1
huawei,HWAUM-Q,AUM-AL00,2,-17,1
huawei,HWAUM-Q,AUM-AL20,2,-17,1
huawei,HWAUM-Q,AUM-L29,2,-17,1
huawei,HWAUM-Q,AUM-L33,2,-17,1
huawei,HWAUM-Q,AUM-L41,2,-17,1
huawei,HWAUM-Q,AUM-TL00,2,-17,1
huawei,HWAUM-Q,AUM-TL20,2,-17,1
huawei,hwu8651,Astro,2,-17,1
huawei,hwALE-H,Autana LTE,2,-17,1
huawei,HWBAC,BAC-AL00,2,-17,1
huawei,HWBAC,BAC-L01,2,-17,1
huawei,HWBAC,BAC-L03,2,-17,1
huawei,HWBAC,BAC-L21,2,-17,1
huawei,HWBAC,BAC-L22,2,-17,1
huawei,HWBAC,BAC-L23,2,-17,1
huawei,HWBAC,BAC-TL00,2,-17,1
huawei,HWBAH-Q,BAH-AL00,2,-17,1
huawei,HWBAH-Q,BAH-L09,2,-17,1
huawei,HWBAH-Q,BAH-W09,2,-17,1
huawei,HWBAH2,BAH2-AL00,2,-17,1
huawei,HWBAH2,BAH2-AL10,2,-17,1
huawei,HWBAH2,BAH2-L09,2,-17,1
huawei,HWBAH2,BAH2-W09,2,-17,1
huawei,HWBAH2,BAH2-W19,2,-17,1
huawei,HWBG2,BG2-U01,2,-17,1
huawei,HWBG2,BG2-U03,2,-17,1
huawei,hwbg2,BG2-W09,2,-17,1
huawei,hwbgo,BGO-DL09,2,-17,1
huawei,hwbgo,BGO-L03,2,-17,1
huawei,HWBKK-Q,BKK-AL00,2,-17,1
huawei,HWBKK-Q,BKK-AL10,2,-17,1
huawei,HWBKK-Q,BKK-L21,2,-17,1
huawei,HWBKK-Q,BKK-L22,2,-17,1
huawei,HWBKK-Q,BKK-LX2,2,-17,1
huawei,HWBKK-Q,BKK-TL00,2,-17,1
huawei,HWBKL,BKL-AL00,2,-17,1
huawei,HWBKL,BKL-AL20,2,-17,1
huawei,HWBKL,BKL-L04,2,-17,1
huawei,HWBKL,BKL-L09,2,-17,1
huawei,HWBKL,BKL-TL10,2,-17,1
huawei,HWBLA,BLA-A09,2,-17,1
huawei,HWBLA,BLA-AL00,2,-17,1
huawei,HWBLA,BLA-L09,2,-17,1
huawei,HWBLA,BLA-L29,2,-17,1
huawei,HWBLA,BLA-TL00,2,-17,1
huawei,HWBLN-H,BLL-L21,2,-17,1
huawei,HWBLN-H,BLL-L22,2,-17,1
huawei,HWBLN-H,BLL-L23,2,-17,1
huawei,HWBLN-H,BLN-AL10,2,-17,1
huawei,HWBLN-H,BLN-AL20,2,-17,1
huawei,HWBLN-H,BLN-AL30,2,-17,1
huawei,HWBLN-H,BLN-AL40,2,-17,1
huawei,HWBLN-H,BLN-L21,2,-17,1
huawei,HWBLN-H,BLN-L22,2,-17,1
huawei,HWBLN-H,BLN-L24,2,-17,1
huawei,HWBLN-H,BLN-TL00,2,-17,1
huawei,HWBLN-H,BLN-TL10,2,-17,1
huawei,HWBND-H,BND-AL00,2,-17,1
huawei,HWBND-H,BND-AL10,2,-17,1
huawei,HWBND-H,BND-L21,2,-17,1
huawei,HWBND-H,BND-L24,2,-17,1
huawei,HWBND-H,BND-L31,2,-17,1
huawei,HWBND-H,BND-L34,2,-17,1
huawei,HWBND-H,BND-TL10,2,-17,1
huawei,hwbeethoven,BTV-DL09,2,-17,1
huawei,hwbeethoven,BTV-W09,2,-17,1
huawei,HWBZA-Q,BZA-L00,2,-17,1
huawei,HWBZA-Q,BZA-W00,2,-17,1
huawei,HWBZK-Q,BZK-L00,2,-17,1
huawei,HWBZK-Q,BZK-W00,2,-17,1
huawei,HWBZT,BZT-AL00,2,-17,1
huawei,HWBZT,BZT-AL10,2,-17,1
huawei,HWBZT,BZT-W09,2,-17,1
huawei,HWHDL,BZW-AL00,2,-17,1
huawei,HWHDL,BZW-AL10,2,-17,1
huawei,hwu8350,Barcelona,2,-17,1
huawei,msm7225,Beeline_E300,2,-17,1
huawei,hwu8510,Beeline_E500,2,-17,1
huawei,hwu8825-1,Bs 401,2,-17,1
huawei,hwY330-U05,Bucare Y330-U05,2,-17,1
huawei,hwc8500,C8500,2,-17,1
huawei,hwc8511,C8511,2,-17,1
huawei,hwc8512,C8512,2,-17,1
huawei,C8600,C8600,2,-17,1
huawei,msm7625,C8600,2,-17,1
huawei,hwc8600,C8600,2,-17,1
huawei,hwc8650,C8650,2,-17,1
huawei,hwc8800,C8800,2,-17,1
huawei,hwC8817D,C8817D,2,-17,1
huawei,hwc8860V,C8860V,2,-17,1
huawei,HWCAG-L6737M,CAG-L02,2,-17,1
huawei,HWCAG-L6737M,CAG-L03,2,-17,1
huawei,HWCAG-L6737M,CAG-L22,2,-17,1
huawei,HWCAG-L6737M,CAG-L23,2,-17,1
huawei,HWCAM-Q,CAM-AL00,2,-17,1
huawei,HNCAM-Q,CAM-AL00,2,-17,1
huawei,HNCAM-Q,CAM-CL00,2,-17,1
huawei,HWCAM-H,CAM-L03,2,-17,1
huawei,HWCAM-H,CAM-L21,2,-17,1
huawei,HWCAM-H,CAM-L23,2,-17,1
huawei,HWCAM-Q,CAM-L32,2,-17,1
huawei,HNCAM-H,CAM-TL00,2,-17,1
huawei,HWCAM-H,CAM-TL00,2,-17,1
huawei,HNCAM-H,CAM-TL00H,2,-17,1
huawei,HWCAM-H,CAM-TL00H,2,-17,1
huawei,HWCAM-H,CAM-U22,2,-17,1
huawei,HWCAM-H,CAM-UL00,2,-17,1
huawei,HNCAM-H,CAM-UL00,2,-17,1
huawei,hwCHC-H,CHC-U01,2,-17,1
huawei,hwCHC-H,CHC-U03,2,-17,1
huawei,hwCHC-H,CHC-U23,2,-17,1
huawei,hnCHE-H,CHE-TL00,2,-17,1
huawei,hnCHE-H,CHE-TL00H,2,-17,1
huawei,hwCHM-Q,CHM-CL00,2,-17,1
huawei,hwCHM-H,CHM-TL00,2,-17,1
huawei,hwCHM-H,CHM-TL00H,2,-17,1
huawei,hwCHM-H,CHM-U01,2,-17,1
huawei,hwCHM-H,CHM-UL00,2,-17,1
huawei,CHT8000,CHT8000,2,-17,1
huawei,HWCLT,CLT-AL00,-1,-30,1
huawei,HWCLT,CLT-AL00l,-1,-30,1
huawei,HWCLT,CLT-AL01,-1,-30,1
huawei,HWCLT,CLT-L04,-1,-30,1
huawei,HWCLT,CLT-L09,-1,-30,3
huawei,HWCLT,CLT-L29,-1,-30,1
huawei,HWCLT,CLT-TL00,-1,-30,1
huawei,HWCLT,CLT-TL01,-1,-30,1
huawei,hwcm980,CM980,2,-17,1
huawei,hwCM990,CM990,2,-17,1
huawei,HWCMR09,CMR-AL09,2,-17,1
huawei,HWCMR,CMR-AL19,2,-17,1
huawei,HWCMR09,CMR-W09,2,-17,1
huawei,HWCMR,CMR-W19,2,-17,1
huawei,hws8301l,CNPC Security Pad S1,2,-17,1
huawei,HWCOL,COL-AL00,2,-17,1
huawei,HWCOL,COL-AL10,2,-17,1
huawei,HWCOL,COL-L29,2,-17,1
huawei,HWCOL,COL-TL10,2,-17,1
huawei,HWCOR,COR-AL00,2,-5,1
huawei,HWCOR,COR-AL10,2,-5,1
huawei,HWCOR,COR-L29,2,-5,3
huawei,HWCOR,COR-TL10,2,-5,1
huawei,HWCPN-Q,CPN-AL00,2,-17,1
huawei,HWCPN-Q,CPN-L09,2,-17,1
huawei,HWCPN-Q,CPN-W09,2,-17,1
huawei,HWCRO-L6737M,CRO-L02,2,-17,1
huawei,HWCRO-L6737M,CRO-L03,2,-17,1
huawei,HWCRO-L6737M,CRO-L22,2,-17,1
huawei,HWCRO-L6737M,CRO-L23,2,-17,1
huawei,HWCRO-U6580M,CRO-U00,2,-17,1
huawei,HWCRO-U6580M,CRO-U23,2,-17,1
huawei,HWCUN-L6735,CUN-AL00,2,-17,1
huawei,HWCUN-L6735,CUN-L22,2,-17,1
huawei,HWCUN-L6735,CUN-TL00,2,-17,1
huawei,Che1,Che1-CL10,2,-17,1
huawei,Che1,Che1-CL20,2,-17,1
huawei,Che1,Che1-L04,2,-17,1
huawei,hwChe2,Che2-L11,2,-17,1
huawei,hwChe2,Che2-L12,2,-17,1
huawei,hwChe2,Che2-L23,2,-17,1
huawei,hwChe2,Che2-TL00,2,-17,1
huawei,hwChe2,Che2-TL00H,2,-17,1
huawei,hwChe2,Che2-TL00M,2,-17,1
huawei,hwChe2,Che2-UL00,2,-17,1
huawei,U8150,Comet,2,-17,1
huawei,HWDIG-L8940,DIG-AL00,2,-17,1
huawei,HWDIG-L8940,DIG-L01,2,-17,1
huawei,HWDIG-L8940,DIG-L03,2,-17,1
huawei,HWDIG-L8940,DIG-L21,2,-17,1
huawei,HWDIG-L8940,DIG-L21HN,2,-17,1
huawei,HWDIG-L8940,DIG-L22,2,-17,1
huawei,HWDIG-L8940,DIG-L23,2,-17,1
huawei,HWDIG-L8940,DIG-TL10,2,-17,1
huawei,HWDLI-Q,DLI-AL10,2,-17,1
huawei,HWDLI-Q,DLI-L22,2,-17,1
huawei,HWDLI-Q,DLI-L42,2,-17,1
huawei,HWDLI-Q,DLI-TL20,2,-17,1
huawei,HWDRA-M,DRA-AL00,2,-17,1
huawei,HWDRA-M,DRA-L01,4,-24,1
huawei,HWDRA-M,DRA-L21,4,-24,1
huawei,HWDRA-M,DRA-LX2,2,-17,1
huawei,HWDRA-MG,DRA-LX3,4,-24,3
huawei,HWDRA-MG,DRA-LX5,4,-24,1
huawei,HWDRA-M,DRA-TL00,2,-17,1
huawei,HWDUA-M,DUA-AL00,2,-17,1
huawei,HWDUA-M,DUA-L22,2,-17,1
huawei,HWDUA-M,DUA-LX3,2,-17,1
huawei,HWDUA-M,DUA-TL00,2,-17,1
huawei,HWDUB-Q,DUB-AL00,2,-17,1
huawei,HWDUB-Q,DUB-AL00a,2,-17,1
huawei,HWDUB-Q,DUB-AL20,2,-17,1
huawei,HWDUB-Q,DUB-LX1,2,-17,1
huawei,HWDUB-Q,DUB-LX2,2,-17,1
huawei,HWDUB-Q,DUB-LX3,2,-17,1
huawei,HWDUB-Q,DUB-TL00,2,-17,1
huawei,HWDUB-Q,DUB-TL00a,2,-17,1
huawei,HWDUK,DUK-AL20,2,-17,1
huawei,HWDUK,DUK-L09,2,-17,1
huawei,HWDUK,DUK-TL30,2,-17,1
huawei,HWY360-U6572,Delta Y360-U93,2,-17,1
huawei,hwedison,EDI-AL10,2,-17,1
huawei,hwedison,EDI-DL00,2,-17,1
huawei,HWELE,ELE-AL00,2,-17,1
huawei,HWELE,ELE-L04,2,-17,1
huawei,HWELE,ELE-L09,2,-17,1
huawei,HWELE,ELE-L14,2,-17,1
huawei,HWELE,ELE-L29,2,-17,1
huawei,HWELE,ELE-L39,2,-17,1
huawei,HWELE,ELE-L49,2,-17,1
huawei,HWELE,ELE-TL00,2,-17,1
huawei,HWEML,EML-AL00,2,-17,1
huawei,HWEML,EML-L09,2,-17,1
huawei,HWEML,EML-L29,2,-17,1
huawei,HWEML,EML-TL00,2,-17,1
huawei,U8110,EQ U8110,2,-17,1
huawei,hwes8100,ES8100,2,-17,1
huawei,HWEVA,EVA-AL00,2,-17,1
huawei,HWEVA,EVA-AL10,2,-17,1
huawei,HWEVA,EVA-CL00,2,-17,1
huawei,HWEVA,EVA-DL00,2,-17,1
huawei,HWEVA,EVA-L09,2,-17,1
huawei,HWEVA,EVA-L19,2,-17,1
huawei,HWEVA,EVA-L29,2,-17,1
huawei,HWEVA,EVA-TL00,2,-17,1
huawei,HWEVR,EVR-AL00,2,-17,1
huawei,HWEVR,EVR-AN00,2,-17,1
huawei,HWEVR,EVR-L29,2,-17,1
huawei,HWEVR,EVR-N29,2,-17,1
huawei,HWEVR,EVR-TL00,2,-17,1
huawei,hwu8655,Etisalat,2,-17,1
huawei,hwm650,Express,2,-17,1
huawei,HWFDR,FDR-A01L,2,-17,1
huawei,HWFDR,FDR-A01w,2,-17,1
huawei,HWFDR,FDR-A03L,2,-17,1
huawei,hwfdr,FDR-A05L,2,-17,1
huawei,HWFIG-H,FIG-AL00,2,-17,1
huawei,HWFIG-H,FIG-AL10,2,-17,1
huawei,HWFIG-H,FIG-LA1,2,-17,1
huawei,HWFIG-H,FIG-LX1,2,-17,1
huawei,HWFIG-H,FIG-LX2,2,-17,1
huawei,HWFIG-H,FIG-LX3,2,-17,1
huawei,HWFIG-H,FIG-TL00,2,-17,1
huawei,HWFIG-H,FIG-TL10,2,-17,1
huawei,HWFLA-H,FLA-AL00,2,-17,1
huawei,HWFLA-H,FLA-AL10,2,-17,1
huawei,HWFLA-H,FLA-AL20,2,-17,1
huawei,HWFLA-H,FLA-LX1,2,-17,1
huawei,HWFLA-H,FLA-LX2,2,-17,1
huawei,HWFLA-H,FLA-LX3,2,-17,1
huawei,HWFLA-H,FLA-TL00,2,-17,1
huawei,HWFLA-H,FLA-TL10,2,-17,1
huawei,HWFRD,FRD-AL00,2,-17,1
huawei,HWFRD,FRD-AL10,2,-17,1
huawei,HWFRD,FRD-DL00,2,-17,1
huawei,HWFRD,FRD-L02,2,-17,1
huawei,HWFRD,FRD-L04,2,-17,1
huawei,HWFRD,FRD-L09,2,-17,1
huawei,HWFRD,FRD-L14,2,-17,1
huawei,HWFRD,FRD-L19,2,-17,1
huawei,HWFRD,FRD-L24,2,-17,1
huawei,HWFRD,FRD-TL00,2,-17,1
huawei,hwG526-L11,G526-L11,2,-17,1
huawei,hwG526-L22,G526-L22,2,-17,1
huawei,hwG526-L33,G526-L33,2,-17,1
huawei,hwG527-U081,G527-U081,2,-17,1
huawei,hwG610-U00,G610-U00,2,-17,1
huawei,hwG615-U10,G615-U10,2,-17,1
huawei,hwG620-L75,G620-L75,2,-17,1
huawei,hwG620S-L01,G620S-L01,2,-17,1
huawei,hwG620S-L02,G620S-L02,2,-17,1
huawei,hwG620S-L03,G620S-L03,2,-17,1
huawei,hwG620S-UL00,G620S-UL00,2,-17,1
huawei,hwG621-TL00,G621-TL00,2,-17,1
huawei,hwG621-TL00,G621-TL00M,2,-17,1
huawei,hwG630-U10,G630-U10,2,-17,1
huawei,hwG630-U20,G630-U20,2,-17,1
huawei,hwG630-U251,G630-U251,2,-17,1
huawei,hwG7-L01,G7-L01,2,-17,1
huawei,hwG7-L03,G7-L03,2,-17,1
huawei,hwG7-TL00,G7-TL00,2,-17,1
huawei,hwG735,G735-L03,2,-17,1
huawei,hwG735,G735-L12,2,-17,1
huawei,hwG735,G735-L23,2,-17,1
huawei,hwG740-L00,G740-L00,2,-17,1
huawei,HWGemini,GEM-701L,2,-17,1
huawei,HWGemini,GEM-702L,2,-17,1
huawei,HWGemini,GEM-703L,2,-17,1
huawei,HWGemini,GEM-703LT,2,-17,1
huawei,hwu9700L,GL07S,2,-17,1
huawei,hwu8350,GM FOX,2,-17,1
huawei,hwu8510,GM Ultimate Slim,2,-17,1
huawei,hwu8860,GS02,2,-17,1
huawei,hwu9200-92,GS03,2,-17,1
huawei,hws10101w,GT01,2,-17,1
huawei,hwu8500,Grameenphone Crystal,2,-17,1
huawei,msm7225,Grameenphone Crystal,2,-17,1
huawei,HWH1611-Q,H1611,2,-17,1
huawei,HWH1621-Q,H1621,2,-17,1
huawei,HWH710VL-Q,H1622,2,-17,1
huawei,HWH1621-Q,H1623,2,-17,1
huawei,HWH1711-Q,H1711,2,-17,1
huawei,HWH1711-Q,H1711z,2,-17,1
huawei,hwH30-C00,H30-C00,2,-17,1
huawei,hwH30,H30-L02,2,-17,1
huawei,hwH30-T00,H30-T00,2,-17,1
huawei,hwH30-T10,H30-T10,2,-17,1
huawei,hwH30-U10,H30-U10,2,-17,1
huawei,hwH60,H60-L01,2,-17,1
huawei,hwH60,H60-L02,2,-17,1
huawei,hwH60,H60-L03,2,-17,1
huawei,hwH60,H60-L04,2,-17,1
huawei,hwH60,H60-L11,2,-17,1
huawei,hwH60,H60-L12,2,-17,1
huawei,hwH60,H60-L21,2,-17,1
huawei,hwH60-L21,H60-L21,2,-17,1
huawei,HWH710VL-Q,H710VL,2,-17,1
huawei,HWH715BL-Q,H715BL,2,-17,1
huawei,hwh866c,H866C,2,-17,1
huawei,hwh882l,H882L,2,-17,1
huawei,HWHDL,HDL-AL09,2,-17,1
huawei,HWHDL,HDL-W09,2,-17,1
huawei,HWHDN-H,HDN-L09,2,-17,1
huawei,HWHDN-H,HDN-W09,2,-17,1
huawei,HWHLK-H,HLK-AL00,2,-17,1
huawei,HWHMA,HMA-AL00,2,-17,1
huawei,HWHMA,HMA-L09,2,-17,1
huawei,HWHMA,HMA-L29,2,-17,1
huawei,HWHMA,HMA-TL00,2,-17,1
huawei,hwH30,HONOR H30-L01,2,-17,1
huawei,hwH30,HONOR H30-L01M,2,-17,1
huawei,hwH30,HONOR H30-L02,2,-17,1
huawei,HWHRY-HF,HRY-AL00,2,-17,1
huawei,HWHRY-H,HRY-AL00,2,-17,1
huawei,HWHRY-H,HRY-AL00T,2,-17,1
huawei,HWHRY-HF,HRY-AL00Ta,2,-17,1
huawei,HWHRY-HF,HRY-AL00a,2,-17,1
huawei,HWHRY-H,HRY-LX1,2,-17,1
huawei,HWHRY-H,HRY-LX1MEB,2,-17,1
huawei,HWHRY-HF,HRY-LX1T,2,-17,1
huawei,HWHRY-H,HRY-LX2,2,-17,1
huawei,HWHRY-H,HRY-TL00,2,-17,1
huawei,HWHRY-HF,HRY-TL00T,2,-17,1
huawei,hwRIO-L01,HUAWEI,2,-17,1
huawei,hwa199,HUAWEI A199,2,-17,1
huawei,hwALE-Q,HUAWEI ALE-CL00,2,-17,1
huawei,hwALE-Q,HUAWEI ALE-L04,2,-17,1
huawei,HWATH,HUAWEI ATH-UL01,2,-17,1
huawei,HWATH,HUAWEI ATH-UL06,2,-17,1
huawei,hwu8815,HUAWEI Ascend G 300,2,-17,1
huawei,hwu8825-1,HUAWEI Ascend G 330,2,-17,1
huawei,hwG510-0200,HUAWEI Ascend G510,2,-17,1
huawei,hwG525-U00,HUAWEI Ascend G525,2,-17,1
huawei,hwp6-u06,HUAWEI Ascend P6,2,-17,1
huawei,hwy210-0100,HUAWEI Ascend Y 210,2,-17,1
huawei,hwy210-0200,HUAWEI Ascend Y 210D,2,-17,1
huawei,hwY300-0100,HUAWEI Ascend Y300,2,-17,1
huawei,hwy210-0200,HUAWEI Asend Y 210D,2,-17,1
huawei,hwB199,HUAWEI B199,2,-17,1
huawei,HWBLN-H,HUAWEI BLL-L21,2,-17,1
huawei,HWBLN-H,HUAWEI BLL-L22,2,-17,1
huawei,HWBLN-H,HUAWEI BLL-L23,2,-17,1
huawei,hwC199,HUAWEI C199,2,-17,1
huawei,hwC199s,HUAWEI C199s,2,-17,1
huawei,hwc8650e,HUAWEI C8650+,2,-17,1
huawei,hwc8655,HUAWEI C8655,2,-17,1
huawei,hwc8810,HUAWEI C8810,2,-17,1
huawei,hwc8812,HUAWEI C8812,2,-17,1
huawei,hwc8812E,HUAWEI C8812E,2,-17,1
huawei,hwc8813,HUAWEI C8813,2,-17,1
huawei,hwc8813,HUAWEI C8813D,2,-17,1
huawei,hwC8813DQ,HUAWEI C8813DQ,2,-17,1
huawei,hwC8813Q,HUAWEI C8813Q,2,-17,1
huawei,hwC8815,HUAWEI C8815,2,-17,1
huawei,hwC8816,HUAWEI C8816,2,-17,1
huawei,hwC8816D,HUAWEI C8816D,2,-17,1
huawei,hwC8817E,HUAWEI C8817E,2,-17,1
huawei,hwC8817L,HUAWEI C8817L,2,-17,1
huawei,hwC8818,HUAWEI C8818,2,-17,1
huawei,hwc8825D,HUAWEI C8825D,2,-17,1
huawei,hwc8826D,HUAWEI C8826D,2,-17,1
huawei,hwc8860E,HUAWEI C8860E,2,-17,1
huawei,hwC8860E,HUAWEI C8860E,2,-17,1
huawei,hwc8950D,HUAWEI C8950D,2,-17,1
huawei,HWCAM-H,HUAWEI CAM-L03,2,-17,1
huawei,HWCAM-H,HUAWEI CAM-L21,2,-17,1
huawei,HWCAM-H,HUAWEI CAM-L23,2,-17,1
huawei,HWCAM-H,HUAWEI CAM-L53,2,-17,1
huawei,HWCAM-H,HUAWEI CAM-U22,2,-17,1
huawei,HWCAN,HUAWEI CAN-AL10,2,-17,1
huawei,HWCAN,HUAWEI CAN-L01,2,-17,1
huawei,HWCAN,HUAWEI CAN-L02,2,-17,1
huawei,HWCAN,HUAWEI CAN-L03,2,-17,1
huawei,HWCAN,HUAWEI CAN-L11,2,-17,1
huawei,HWCAN,HUAWEI CAN-L12,2,-17,1
huawei,HWCAN,HUAWEI CAN-L13,2,-17,1
huawei,HWCAZ,HUAWEI CAZ-AL00,2,-17,1
huawei,HWCAZ,HUAWEI CAZ-AL10,2,-17,1
huawei,HWCAN,HUAWEI CAZ-AL10,2,-17,1
huawei,HWCAZ,HUAWEI CAZ-TL10,2,-17,1
huawei,HWCAZ,HUAWEI CAZ-TL20,2,-17,1
huawei,HWCRO-L6737M,HUAWEI CRO-L02,2,-17,1
huawei,HWCRO-L6737M,HUAWEI CRO-L03,2,-17,1
huawei,HWCRO-L6737M,HUAWEI CRO-L22,2,-17,1
huawei,HWCRO-L6737M,HUAWEI CRO-L23,2,-17,1
huawei,HWCRO-U6580M,HUAWEI CRO-U00,2,-17,1
huawei,HWCRO-U6580M,HUAWEI CRO-U23,2,-17,1
huawei,HWCRR,HUAWEI CRR-CL00,2,-17,1
huawei,HWCRR,HUAWEI CRR-CL20,2,-17,1
huawei,HWCRR,HUAWEI CRR-L09,2,-17,1
huawei,HWCRR,HUAWEI CRR-TL00,2,-17,1
huawei,HWCRR,HUAWEI CRR-UL00,2,-17,1
huawei,HWCRR,HUAWEI CRR-UL20,2,-17,1
